id	text	hook	duration_seconds	word_count	creator	hook_type	script_archetype	parasocial_levers	quality_score
139	If I want to make a man fall madly in love with me, when I'm on top, I pull out this Mortal Kombat finisher move where I give Theo a reach around and I cup the boys when he's about to... I'm telling you, it works every time.	If I want to make a man fall madly in	13	48	peechi	advice	fantasy_desire	exclusivity|direct_address	0.8
140	I love me a man who likes to play some video games because my favorite thing is when he's got his mic on in the lobby and I get down and I'm ready to give him some gamer support, you know? Let's see how quiet you can stay.	I love me a man who likes to play some video games	15	48	peechi	bold_statement	thirst_commentary	direct_address	0.7
141	the men are wearing crop tops now and i'm so fucking here for it there's nothing i love more than seeing that slutty little v cut down to a man's waistline what a time to be alive	the men are wearing crop tops now and i'm so	13	37	peechi	bold_statement	thirst_commentary		0.7
142	i want a man who is so obsessed with me that when i get back from the gym and i'm all sweaty and gross he will throw me down on the couch and devour my pink taco marinade not giving a fuck if i've showered first or not that's the type of fucking commitment i need	i want a man who is so obsessed with me	16	56	peechi	fantasy	fantasy_desire	sexual_tension	0.8
143	I should be over all the butterflies, but I'm into you, I'm into you And baby, even on our worst night, I'm into you	I should be over all the butterflies, but I'm into	16	24	peechi	bold_statement	thirst_commentary	direct_address	0.7
144	I don't know why, but it is so fucking hot to me when a man puts his hands in my mouth whenever we're having sex. Like, some people think that's gross. Like, ew, I don't want your hands in my- I do not give a fuck. Like, something about that, to me, I will just fucking fold. It is so hot.	I don't know why, but it is so fucking hot	18	61	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.8
145	i always get really shy when it's been a couple days since i've shaved and someone's gonna see the pink taco but the type of man who would say i don't give a fuck and then proceed to devour me i would have that man's babies	i always get really shy when it's been a couple	14	46	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
146	I like playing with a man's when it's soft because it reminds me of that toy from the 90s I think it was called a water snake It's like this big filled with gel and sparkles and shit and just like squishes and falls through your hands	I like playing with a man's when it's soft	15	47	peechi	bold_statement	thirst_commentary	direct_address	0.7
147	I'm not ashamed to admit this, but I almost lost a book in the back door today. I was like pushing it in because it felt really good, and then the whole thing went in, and I was terrified. I was so scared. I thought I was going to be one of those people who goes to the hospital, has to get x-rayed and has to get surgery to remove it, but I got it out, so it's all good.	I'm not ashamed to admit this, but I almost lost	24	80	peechi	confession	confession	confession	0.6
148	There is nothing sluttier than a modern mullet, but they're my weakness. I see a curly-headed boy with a modern mullet and I immediately just want to pounce on it like a pogo stick.	There is nothing sluttier than a modern mullet, but they're my weakness.	12	34	peechi	bold_statement	fantasy_desire	sexual_tension	0.7
149	Ladies, you need to practice your grip strength, and by grip I don't mean this, I mean that grip. Yeah, because if you can learn how to clench on command, that man will want to marry you. I'm not even kidding.	Ladies, you need to practice your grip strength, and by	12	41	peechi	bold_statement	fantasy_desire	relatability|direct_address	0.9
150	I got a text from a random number today and it said, I'll see you at two. So I decided to be funny and I was like, should I wear panties or not? And it turns out it was my plumber and he said not and I'm scared. What do I do?	I got a text from a random number today and	12	52	peechi	bold_statement	thirst_commentary	vulnerability|direct_address	0.8
151	Why is it called a hamburger if it's beef? If you don't hear from me in the next 48 hours, I think the government's taken me hostage.	Why is it called a hamburger if it's beef?	10	27	peechi	question	thirst_commentary	direct_address	0.7
152	My boyfriend never does anything sweet for me, oh yeah? Does he let you put your cold, dead feet on him all night without complaining? Does he let you eat his food after you told him you were definitely not hungry? That's what I thought.	My boyfriend never does anything sweet for me, oh yeah?	13	45	peechi	bold_statement	thirst_commentary	direct_address	0.7
153	Alright, here is the no filter nose update. As you can see, it's pretty swollen still, like, at the bottom part here and on the tip, but it's looking really good. I can breathe. This is, like, huge. Like, there's still a little, you know, gunk in there. It's gonna take time to clear, but holy crap, I can already breathe 10 times better than I used to. Oh my god. For three weeks post-op, I am super happy with it, and I'm excited because I can get back to my regular life and all the fun stuff that I do.	Alright, here is the no filter nose update.	36	101	peechi	bold_statement	thirst_commentary	direct_address	0.5
154	if you want to know how to drive him crazy when you're giving him you need to moan with his in your mouth okay not only is he going to get super excited when he hears that but the vibrations will feel fucking amazing	if you want to know how to drive him crazy	13	44	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.8
155	i'm not even kidding you i will let a man who knows how to use his fingers ruin my life when they know what they're doing that shit can feel better than sex like they do the little hook thumb combo i feel like a fucking fish out of water the way i'm like flopping around but there's nothing better	i'm not even kidding you i will let a man	16	60	peechi	bold_statement	thirst_commentary	direct_address	0.7
156	If he knows what he's doing, backdoor should not be painful for you, okay? He needs to know how to make you... During entry. Because that's how you get over that initial hump. After that, it's a whole new world, baby. It's like awakening your third eye. But it's really like your third hole.	If he knows what he's doing, backdoor should not be painful for you, okay?	17	54	peechi	bold_statement	thirst_commentary	direct_address	0.7
157	I'm the type of girlfriend where if you tell me you're out in public, I will send you something just to rile you up. Oh, you're at work? Here's 14 pictures of my full spread. So when are you coming home?	I'm the type of girlfriend where if you tell me	14	41	peechi	relatable	thirst_commentary	direct_address	0.8
158	See, this is why I feel like one night stands probably aren't for me, because we just met. How are you gonna know that I want you to tongue punch my back door and then stick your thumb in it when you're hitting it from behind? I feel like we gotta build some rapport for that.	See, this is why I feel like one night stands probably aren't for me,	16	56	peechi	bold_statement	fantasy_desire	direct_address	0.7
159	Listen, if you make meek, you don't need to ask, okay? You'll know because you'll be getting waterboarded like you've just been sent to Guantanamo and you're in possession of high-value intelligence. You'll be lucky if you ever see your family again.	Listen, if you make meek, you don't need to ask, okay?	14	42	peechi	bold_statement	thirst_commentary	direct_address	0.7
160	I love getting my pink taco ate by an experienced munch like they will go down and know Exactly where to apply pressure and when they pull out the combo at the same time I'm not last I'm not lasting	I love getting my pink taco ate by an experienced	16	40	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
161	Whenever I want to put on a show my favorite position is reverse cowgirl But there's a way you got to do it and I'm gonna give you this secret when you back it up You need to shake your hips side to side because it just makes the cheeks dance on it. You try that out. He's not lasting	Whenever I want to put on a show my favorite	15	60	peechi	relatable	fantasy_desire	direct_address	0.7
162	okay listen to me if you struggle with backdoor you need to try it while using a on the beam at the same time okay you get past that first 10 uncomfortable seconds and it is life changing it's like opening up your third eye but really it's your third hole okay	okay listen to me if you struggle with backdoor you	19	52	peechi	bold_statement	thirst_commentary	dominance|direct_address	0.7
163	And don't get me started on spitters, okay? Spitters are so fucking wasteful. How dare you spit out that sweet, sweet nectar, that delicious man milk, his gaba gaba goo. Give it to me. I'll take it.	And don't get me started on spitters, okay?	13	37	peechi	question	thirst_commentary	direct_address	0.7
164	i love the type of man who has a hobby that they're extremely hyper fixated on and it's really niche but they know so much about it they could give you an entire powerpoint presentation i would sit through and listen but really i'm not hearing anything because i'm just turned on i'm thinking about pulling your pants down the whole time	i love the type of man who has a hobby	18	62	peechi	bold_statement	thirst_commentary	direct_address	0.7
165	Little relationship advice. When's the last time you did all the work? Let that man be a pillow princess. Okay, lay that man down and go to town on it. I promise you He will thank you for it	Little relationship advice.	12	39	peechi	bold_statement	thirst_commentary	direct_address	0.7
166	I'm gonna make more money than him. I'm gonna buy his house from him. I'm gonna put it on the market again. I'm gonna flip the- I'm gonna flip the-	I'm gonna make more money than him.	12	30	peechi	bold_statement	thirst_commentary		0.7
167	I was DJing the pink taco last night and then my toy died. I had to go manual mode with these bad boys. Is this what the pilgrims felt like? Fucking tragic.	I was DJing the pink taco last night and then my toy died.	10	32	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
168	Two weeks! I had to wait two fucking weeks after getting my nose fixed before I could make myself... again. Doctor's orders! This has been the longest two weeks of my fucking life. But today? Today's the day. I just had a reunion with my electric microphone. It's a good day.	Two weeks!	20	51	peechi	bold_statement	thirst_commentary		0.6
169	As much as I love the idea of looking perfect while I'm on top, I know what I gotta do to get the job done, okay? I pull out the finisher move when I'm in this bridge position, and I reach my arm around and I cup the boys, and I'm just, like, contorting. I look like I'm trying out for Cirque du Soleil, but he's gonna be empty afterwards.	As much as I love the idea of looking perfect	19	70	peechi	bold_statement	thirst_commentary		0.6
170	The easiest way to keep the fire and the passion alive in a relationship is to never stop giving him spontaneous That man will love you for the rest of his life	The easiest way to keep the fire and the passion	11	32	peechi	bold_statement	thirst_commentary	direct_address	0.7
171	When I'm in a good healthy relationship my Drive is so high like I will have you so drained you will be shooting blanks the tip of your Will go and a cloud of dust will follow	When I'm in a good healthy relationship my Drive is	15	37	peechi	bold_statement	thirst_commentary	direct_address	0.7
172	there is something that is so sensual about when a guy uses his fingers especially when he does that move where he's like copying like scooping you out and holding your pink taco in his hand while he looks down at you i fucking need that	there is something that is so sensual about when a	16	46	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
173	Okay, there is nothing fucking hotter than seeing the imprint of a guy's Through his pants whenever we're flirting that literally makes my pink taco fucking throb	Okay, there is nothing fucking hotter than seeing the imprint	13	27	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
174	Okay, you want to know how to turn his day around if he tells you he's stressed out? Give him a little surprise to come home to. I'm talking he walks in and you're just bare spread eagle on the couch waiting for him. He is going to be so excited. That's going to be the best day he's had all week.	Okay, you want to know how to turn his day around if he tells you he's stressed out?	15	62	peechi	bold_statement	fantasy_desire	direct_address	0.7
175	you want to know how to get her primed and ready without using you need to use these for some backdoor activities because that shit will have my pink taco sopping and dripping instantly	you want to know how to get her primed and	14	34	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.8
176	i ordered a tentacle for my pink taco and when i use that thing for the first time let me just say i understand why the deep falls in love with an octopus in that show the boys okay because those suction cups will change your fucking life	i ordered a tentacle for my pink taco and when	14	48	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
177	I got a confession to make. I don't lift weights for my health, okay? I lift weights so that I can crush his skull between my thighs when I'm riding his face.	I got a confession to make.	9	32	peechi	bold_statement	thirst_commentary		0.6
178	I'm so glad that I live in a day and age where I can go online and I can order a tentacle made specifically to go in my pink taco. And I did. And guess what? It feels fucking amazing. I'm literally about to go order like four more. Now follow me, I miss you.	I'm so glad that I live in a day and	16	55	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
179	I thought I'd seen it all in Las Vegas but today I was headed back from the gym and I saw a shirtless man with a helmet on riding a white motorcycle and my initial thought was you really need to wear some proper safety gear on that bike my second thought however was I get it	I thought I'd seen it all in Las Vegas but	19	57	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.7
180	If your girl is turning you down, it's probably because you're not initiating the right way. You need to do something that is going to put her in the mood. Grab her by her neck, look her dead in the eyes, and say, I want you. She would be crazy to turn that down.	If your girl is turning you down, it's probably	16	54	peechi	challenge	fantasy_desire	challenge|direct_address	0.8
181	Ladies if you're giving him a You need to make sure that you are doing it with such an intensity that your cheeks are hollowing in like And you need to give him deep eye contact. I'm telling you it drives them fucking crazy	Ladies if you're giving him a You need to make	16	44	peechi	bold_statement	thirst_commentary	exclusivity|relatability|direct_address	1.0
182	You only live once, okay? That's why I want to know what it's like to have every single hole filled at the same time. God forbid a girl have hopes and dreams.	You only live once, okay?	11	32	peechi	question	relatable_rant	direct_address	0.7
183	I'm tired of doing all the I'm shy and innocent banter when you're like dating and getting to know somebody Is it a red flag if like third date? We just skip all of that and go straight into backdoor or is that like marriage material?	I'm tired of doing all the I'm shy and innocent	15	46	peechi	bold_statement	thirst_commentary	playful_self_deprecation|direct_address	0.8
184	I thought I would give you guys a little update. I've been recovering from a functional rhinoplasty, fixing my deviated septum. I get my cast off tomorrow. I'm very swollen still, so I'm a little nervous about that because I know it's not gonna look how I want it to right away, but the bruising has mostly gone down and the swelling is just moving down my face. Today's the first day that I've actually eaten like solid food, not like soup or a smoothie. They were not kidding when they say that your throat hurts so bad the first three days. My throat was hurting so, so bad from the two, and you're breathing out of your mouth the whole time, so your mouth is just dry. I haven't been sleeping that much, just been waking up a lot, drinking water, but all in all, it hasn't really been painful as much as it's just been like uncomfortable. Doctor told me that in my left nostril, I only had 10% breathing in that airway, so I'm really excited to be able to breathe better soon.	I thought I would give you guys a little update.	56	186	peechi	bold_statement	fantasy_desire	direct_address	0.5
185	Being constantly is a blessing and a curse because physically I'm picking out avocados at Trader Joe's but mentally I'm picturing him putting his entire fist in my pink taco. So if you see me zoning out in public	Being constantly is a blessing and a curse	16	39	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
186	and y'all wonder why they're trying to take tik tok away from the americans tik tok gives you photo access for the comment feature and now i can't even open my own comment section without seeing screenshots of me giving a toy a this is why we can't have nice things	and y'all wonder why they're trying to take tik tok	17	51	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
187	where are the guys who like a woman with a built-in waterfall? because i'm- i'm meeting the wrong ones, okay? the moment you say you're not into it, it's not your thing, i'm out. bye! the fuck? i need a man who craves the tsunami, okay? i need him to crave the tidal wave.	where are the guys who like a woman with a built-in waterfall?	18	54	peechi	bold_statement	fantasy_desire	direct_address	0.7
188	i'm gonna say something controversial here, okay? if your man's eatin' the back door, then you should not be grossed out if he wants you to do ATM baby, that's the same thing!	i'm gonna say something controversial here, okay?	11	33	peechi	question	fantasy_desire	challenge|direct_address	0.8
189	I will keep you constantly drained to get what I want. You can't stay mad at me if you're in a constant state of bliss, you know? I'm tactical like that. It's a win-win.	I will keep you constantly drained to get what I want.	9	34	peechi	bold_statement	fantasy_desire	direct_address	0.6
190	I like a man who doesn't neglect my pink taco whenever we're doing backdoor, okay? Because for me, that's a multitasking job. The only time I like to be overstimulated. You need to be using your fingers in my pink taco to pull me into you. I need that, I need that.	I like a man who doesn't neglect my pink taco whenever we're doing backdoor, okay?	16	52	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
191	I used to have a remote job working from home but I got fired because instead of working every 15 minutes I was really just making myself which doesn't sound like a lot of time but I like to edge so	I used to have a remote job working from home but I got fired	14	41	peechi	bold_statement	thirst_commentary		0.7
192	I fucking love when men talk during, even if it's just like a little whimper or a growl or you lean in and say something like, I love how wet you get for me. Oh sir, please let me have your babies.	I fucking love when men talk during, even if it's	14	42	peechi	bold_statement	thirst_commentary	direct_address	0.7
193	The best kind of Is when you're just bedrotting all day together going at it in small spurts over and over like if my pink taco Isn't sore afterwards. You're not doing your job, right?	The best kind of Is when you're just bedrotting all	14	35	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
194	if your girl is telling you that she's having a bad day don't just say i'm sorry uh-uh okay you need to say sit on my face and tell me about it okay now both of you are having a better day	if your girl is telling you that she's having a	11	42	peechi	challenge	thirst_commentary	challenge|direct_address	0.8
195	I don't care what anyone says, okay? Jobs are hot. And if you don't agree, it's because you haven't had a good one yet, okay? You need to experience one where she is worshipping it, drooling on it, and working you in her hands like she is trying to milk the c- out of you.	I don't care what anyone says, okay?	18	55	peechi	hot_take	thirst_commentary	sexual_tension|direct_address	0.8
196	Those of you who have been following me for a while probably already know this, but I have a deviated septum. Your girl can't breathe. My nostrils just collapse when I try to breathe out of my nose. Next month, I'm getting a septorhinoplasty. So I'm really excited for this. It's something that my dad has had. The deviated septum runs in the family. I'm excited to be able to breathe better, and I'm really really grateful that I'm able to afford this surgery. Thanks to you guys. So yeah, I'm probably gonna be posting some like day-in-the-life content while I'm healing, talking about it a little bit. So I just wanted to give you guys a heads up.	Those of you who have been following me for a	34	119	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.6
197	I knew I was a gooner when I started installing mods onto my video games like The Sims. I was making them. Like everywhere, on the counter, in the bathtub, outside. I'm freaked out. I know.	I knew I was a gooner when I started installing	14	36	peechi	bold_statement	thirst_commentary		0.7
198	there is no better feeling than when you're little spoon and you arch your back up against him and you feel his twitch that is the hottest fucking thing i'm instantly soaked	there is no better feeling than when you're little spoon	11	32	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
199	Oh, I'm talking too much? I'm sorry. I mean, that's kind of your fault. I wouldn't be talking this much if I had my mouth full.	Oh, I'm talking too much?	8	26	peechi	question	thirst_commentary	direct_address	0.6
200	y'all need to start giving the nerdy guys a chance okay because they will love you like a golden retriever they'll blow your back out and then afterwards ask if you want snacks and to cuddle and play a video game like who who doesn't love that	y'all need to start giving the nerdy guys a chance okay	14	47	peechi	bold_statement	fantasy_desire	direct_address	0.7
201	there is nothing fucking hotter than when a guy comes up from eating my pink taco and his face is just glistening from my snail trail i feel like it's the male equivalent of getting a like i just feel so proud and turned on when i see that you look good covered in my juices	there is nothing fucking hotter than when a guy comes	18	56	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
202	I fucking love a man who uses his fingers like he's a fucking gynecologist, okay? Because I want you to be scooping and scraping my walls like you're trying to clean out a jack-o'-lantern. It's the only way to do it.	I fucking love a man who uses his fingers like he's a fucking gynecologist, okay?	14	41	peechi	bold_statement	fantasy_desire	direct_address	0.7
203	okay can somebody tell me where are the men who are good at multitasking because i want somebody who's going to be able to blow my back out while he punches my fart box because that combination sends me into orbit	okay can somebody tell me where are the men who are good at multitasking	13	41	peechi	bold_statement	fantasy_desire		0.7
204	Whoa, we're back, baby. We are so back short nails. You know what that means. I am about to go have the longest Session that I have had in like a month. I'm so excited	Whoa, we're back, baby.	14	35	peechi	bold_statement	thirst_commentary	direct_address	0.7
205	Why are dads so hot like I don't want kids let me be clear on that, but I just know that that is Potent and I need it in me immediately, please	Why are dads so hot like I don't want kids	14	32	peechi	bold_statement	fantasy_desire	sexual_tension	0.7
206	If you're one of those guys who eats your oreos by splitting apart the cookie and licking off the icing like Hit me up my dms are open	If you're one of those guys who eats your oreos	11	28	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
207	I like to find new descriptive ways of telling people what I do for work whenever they ask just to gauge their reaction And lately my favorite thing to say is that I ride dragons for a living and they're usually like what and I'm like Yeah, I ride bad dragons	I like to find new descriptive ways of telling people	16	51	peechi	bold_statement	thirst_commentary		0.7
208	I ask you what color or shape or style I should get my nails done and you say I don't care whatever you want I'm offended. I'm pissed off. Okay, cuz I'm just looking out for you I want to make sure that you like how they look when they're when they're wrapped around. Okay, I'm looking out for you	I ask you what color or shape or style I	19	60	peechi	bold_statement	fantasy_desire	direct_address	0.6
209	I just want a man who's gonna love me enough to try and fit his whole fist in the back door. It's not gonna fit, but I want him to love me enough to try and then tell me I did a good job after.	I just want a man who's gonna love me enough	12	45	peechi	bold_statement	fantasy_desire		0.7
210	Girl, why would you post that? Don't you know the internet's forever? Oh, so you mean me, and my tig ol' bitties, and my pink taco, and my prime, and my youth is gonna be plastered all over the internet forever? Good for me.	Girl, why would you post that?	16	44	peechi	question	thirst_commentary	sexual_tension|direct_address	0.8
211	Some men are afraid of a waterfall, you know, and that's okay. That's just the way it is those guys They aren't for me because that is how I make myself He needs to yearn to be drenched in my juices. Otherwise, it's just not a good fit. It's not gonna work out	Some men are afraid of a waterfall, you know, and that's okay.	17	53	peechi	bold_statement	thirst_commentary	direct_address	0.7
212	And always remember, if she loved you, she would do a th- walk for you, okay? Never settle, guys.	And always remember, if she loved you, she would do a th- walk for you, okay?	10	19	peechi	bold_statement	thirst_commentary	challenge|direct_address	0.8
213	okay personally i don't give two shits what your star sign is okay what i want to know is if you're gonna me while you blow my back out or give me the combo while you make me waterfall that's my type of compatibility	okay personally i don't give two shits what your star	13	44	peechi	bold_statement	fantasy_desire	direct_address	0.7
214	nothing makes me more fucking feral than when a man is the pink taco and he's down there and he like slaps it with his hand I don't know why I don't know what it is about that but it is so fucking hot it drives me crazy	nothing makes me more fucking feral than when a man	16	48	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
215	If you want your girl to wear something hot around the house, turn down the A.C., dude. She's freezing. She's walking around with a fuzzy blanket and sweatpants because it's a morgue in there.	If you want your girl to wear something hot around	11	34	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.8
216	There is literally nothing fucking hotter than a man who says I'll take care of it if I'm talking about all this stuff I have to get done during the day, and he's like don't worry about it. I'll take care of it Sir, I'm about to cut a hole in the rubber. I don't give a fuck you're mine now. You're not going anywhere	There is literally nothing fucking hotter than a man who	17	65	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
217	Ladies, I'm gonna teach you the secret to getting whatever you want from your man And it is a lot more simple than you think you just need to keep his Constantly drained that man will be so satisfied. He will love you like a golden retriever Okay, you say sit he'll sit you say bark. He will bark	Ladies, I'm gonna teach you the secret to getting whatever	20	59	peechi	bold_statement	fantasy_desire	relatability|direct_address	0.8
218	I visibly tense up and cringe when a man tries to grab that little pouch of fat at the bottom of my stomach But if he follows it up with eye contact and says this is so fucking sexy. I love this You marry that man. Okay, you don't let that man go	I visibly tense up and cringe when a man tries	15	53	peechi	bold_statement	thirst_commentary	direct_address	0.7
219	Call me delusional but I love a man who drives just a little too fast like to the point where I think we almost might Die, but also we're completely safe because he has incredible reflexes I don't know if I'm turned on at the end of that because I'm just happy to be alive But either way I'm taking care of your stick shift later	Call me delusional but I love a man who drives	17	66	peechi	bold_statement	thirst_commentary	direct_address	0.7
220	They say women are hard to please, but when a man does that thing where he's reversing and he reaches his hand behind my seat... Sir, you're getting some before we even get home. Why is that so hot?	They say women are hard to please, but when a	12	39	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
221	If we're dating and we go out to the club, you don't have to worry about me flirting with other guys. You do need to worry about me flirting with the girls. I get a couple drinks in me and I turn feral. It can't be stopped.	If we're dating and we go out to the club,	12	47	peechi	bold_statement	thirst_commentary	direct_address	0.7
222	I like a man who does not care. If it's been three days since I've shaved last, he will go down and eat my pink taco like it's his last fucking supper. He doesn't give a fuck if the prickles exfoliate his face a little bit. That's marriage material right there.	I like a man who does not care.	16	51	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
223	If I can tell, he's about to... My favorite thing to do to drive him absolutely fucking crazy is do the little reach around, cup the boys, and just give it a real gentle squeeze. And just watch his eyes roll into the back of his head.	If I can tell, he's about to.	17	47	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
224	The best days are when you're doing absolutely nothing except for going at it over and over until he literally has to tap out because his has been rubbed raw. That's how I know I've done a good job.	The best days are when you're doing absolutely nothing except	13	39	peechi	bold_statement	thirst_commentary	direct_address	0.7
225	I, uh, may not have grown up on a farm, but I do know a thing or two about milking. I don't know if it's obvious, but I'm not talking about cows, I'm talking about milking your d-	I, uh, may not have grown up on a farm,	12	38	peechi	bold_statement	thirst_commentary	direct_address	0.7
226	if you're in a bad mood you need to go and make yourself like hard okay don't half-ass that shit you need to do it until you're shaking like an exorcism okay because you're gonna be expelling that shitty attitude right out of your body i promise	if you're in a bad mood you need to go	16	47	peechi	bold_statement	thirst_commentary	direct_address	0.7
227	I know this is news to some of you guys, but I sell videos of me butter churning my chocolate starfish online, so Hope this helps	I know this is news to some of you guys,	10	26	peechi	bold_statement	thirst_commentary	direct_address	0.7
228	i need a man who isn't gonna be annoyed when i have my hands all over him 24 7. you don't like pda. sir, i'm just trying to make sure you understand what i am trying to do to you when we get home.	i need a man who isn't gonna be annoyed when	11	44	peechi	fantasy	fantasy_desire	direct_address	0.7
229	Need a man who isn't afraid of a little crimson slip-and-slide if you catch my drift cuz there is nothing worse than being so insanely During my time of the month and there's nothing I can do about it. I need someone who is brave enough to part the Red Seas	Need a man who isn't afraid of a little crimson	15	51	peechi	bold_statement	thirst_commentary	direct_address	0.7
230	So the first time reuniting with my... my vagina after my surgery, I decided to make a movie for my other page and literally the moment I try to turn it on it's dead and I literally kept this in the movie I'm just sitting next to it naked while it's charging and then it cuts into me actually getting into the fun stuff but yeah, I thought that was funny	So the first time reuniting with my.	26	71	peechi	bold_statement	thirst_commentary		0.5
231	I love a man who isn't satisfied with making me waterfall just once. Like, he needs to do it over and over until I'm literally, like, pushing his head away from me. Like, that's the only way to do it. He needs to be hungry. That's my type.	I love a man who isn't satisfied with making me waterfall just once.	15	48	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
232	I just want somebody who's gonna break my back, not my heart. I feel like I'm not asking for much here.	I just want somebody who's gonna break my back, not my heart.	8	21	peechi	bold_statement	fantasy_desire		0.6
233	There is nothing fucking hotter than when a man is hittin' it so good, when we're having... That I am, like, whimpering and trembling and saying, Fuck, it's so deep. And he says, I know, but you take it so well. Sir, you fucked up, okay? Cause now, I'm gonna have to have your babies.	There is nothing fucking hotter than when a man is	22	55	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.7
234	Okay ladies, trust me on this one. Reverse Yeehaw, but on his face. And then you just... You won't be able to hear his... But trust me, you will feel it.	Okay ladies, trust me on this one.	12	31	peechi	bold_statement	thirst_commentary	relatability|direct_address	0.8
235	let me get this straight you think just because you got tattoos facial hair a little bit of muscle that you can just talk to me however you want pick me up at seven	let me get this straight you think just	9	34	peechi	bold_statement	fantasy_desire	direct_address	0.6
236	i feel like the color of the summer for me is raspberry okay outfit raspberry my kindle raspberry lip gloss raspberry i'm obsessed with this color right now raspberry	i feel like the color of the summer for me	14	29	peechi	bold_statement	thirst_commentary		0.7
237	Ladies, if your man takes you out on a date, you need to hit him with the dress-no-panty combo, okay? That way, on the way home when he's driving you, you just spread your legs and let him on the way back. I'm telling you, it's the best pregame.	Ladies, if your man takes you out on a date, you need to hit him with the dress-no-panty combo, okay?	14	49	peechi	bold_statement	thirst_commentary	exclusivity|relatability|challenge|direct_address	1.0
238	i'm too fucking spoiled because if i can't have it raw i don't fucking want it it feels so different you can feel every vein all of the texture it's fucking amazing	i'm too fucking spoiled because if i can't have it	11	32	peechi	bold_statement	fantasy_desire	direct_address	0.7
239	The hottest fucking thing to me is when a man has that little drop of pre on his This must be how men feel when they reach down and she's soaked through her panties because it is so fucking hot	The hottest fucking thing to me is when a man	13	40	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
240	I want a man who's gonna let me squeeze the boys like a little stress ball throughout the day and not get mad at me Okay, cuz he calms my nerves. I just want to give it a little squish. What's wrong with that?	I want a man who's gonna let me squeeze the	10	44	peechi	fantasy	fantasy_desire		0.8
241	Alright, I hate to break it to you guys, but if her O-face is pretty, she's faking it, okay? You're not doing it right. If you're doing it right, it's gonna look like there are demons coming out of her. She's gonna be twitching and shaking and trying to fight you off.	Alright, I hate to break it to you guys, but if her O-face is pretty, she's faking it, okay?	15	52	peechi	bold_statement	thirst_commentary	direct_address	0.7
242	I love a man who isn't afraid to make some noise in the bedroom. Like, I want to hear you grunt and growl in my ear. Yes, growl. I want to hear some fucking primal sounds coming from you. There is nothing fucking hotter.	I love a man who isn't afraid to make some noise in the bedroom.	15	44	peechi	bold_statement	fantasy_desire	sexual_tension|direct_address	0.8
243	the key to never losing the spark in your relationship is to never stop letting them hit. let that man clap your cheeks. the happiest couples are the ones who never stop fucking like rabbits, okay? no man wants to be constantly rejected	the key to never losing the spark in your relationship	14	43	peechi	advice	fantasy_desire	direct_address	0.7
244	Girls, I don't make the rules, but if he drives you everywhere and you get to be passenger princess, your job is to give him roadside assistance. You know? Just saying.	Girls, I don't make the rules, but if he drives	13	31	peechi	bold_statement	thirst_commentary	direct_address	0.7
245	Guys, there is nothing better than flicking the beam to a good view. I mean, look at this. I just made myself a waterfall all over there. It's gonna be a good day.	Guys, there is nothing better than flicking the beam to a good view.	12	33	peechi	bold_statement	thirst_commentary	sexual_tension	0.7
246	A good cologne is so fucking underrated, especially when a man knows how to use it. If he sprays it around the house in certain areas and I pick up that scent, I'm already thinking about him, okay? The pink taco is sopping and I'm looking for you everywhere.	A good cologne is so fucking underrated, especially when a	14	49	peechi	bold_statement	thirst_commentary	sexual_tension|direct_address	0.8
247	Listen, this is why you need to date a gym girl. I can rep twice my weight in leg extensions. My quads are built for riding you until your... falls off. Don't play with me. I will ruin you.	Listen, this is why you need to date a gym girl.	13	39	peechi	bold_statement	thirst_commentary	direct_address	0.7
